路径编号,业务ID,业务组名称,操作简称,路径编码
2067,"042E0200
042E0214
042E0235
042E0200
042E0235
042E0150
042E0200
042E0235
042E0200
042E0235
042E0185
042E0235
040O0211
040O020F
040O0238
040O0238
040O0210
040O020F
040O020F
040O0293
040O0200
040O0293
040O0200
040O0293
040P0206
040P0200
040O0200
042E0200
042E0235
042E0223","检索提取
检索提取
检索提取
检索提取
检索提取
航班详情入口
检索提取
检索提取
检索提取
检索提取
里程查询
检索提取
下一步值机
添加行李-旅客处理
重打牌登机牌
重打牌登机牌
检索提取
添加行李-旅客处理
添加行李-旅客处理
航班详情入口
下一步值机
航班详情入口
下一步值机
航班详情入口
座位锁放入口
航班详情入口
下一步值机
检索提取
检索提取
结束","新旅客检索页面加载
旅客模式/航班模式-提取非当天航班操作
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
航班详情按钮
新旅客检索页面加载
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
里程查询按钮
切换已选定旅客列表
点击座位图刷新
已值机旅客 ，不改座位，只加行李
重打登机牌按钮
重打登机牌按钮
切换旅客列表
已值机旅客 ，不改座位，只加行李
已值机旅客 ，不改座位，只加行李
航班详情按钮
值机页面加载
航班详情按钮
值机页面加载
航班详情按钮
座位图/锁放按钮
航班控制页面加载
值机页面加载
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",-
2068,"042E0200
042E0214
042E0235
042E0200
042E0235
042E0200
042E0235
042E0185
042E0235
042E0185
042E0235
040O0211
040O0210
040O020F
040O0238
040O0210
040O0238
040O0238
040O0293
040O0200
040O0210
040O020F
040O020F
042E0200
042E0235
042E0223","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
里程查询
检索提取
里程查询
检索提取
下一步值机
检索提取
添加行李-旅客处理
重打牌登机牌
检索提取
重打牌登机牌
重打牌登机牌
航班详情入口
下一步值机
检索提取
添加行李-旅客处理
添加行李-旅客处理
检索提取
检索提取
结束","新旅客检索页面加载
旅客模式/航班模式-提取非当天航班操作
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
里程查询按钮
切换已选定旅客列表
里程查询按钮
切换已选定旅客列表
点击座位图刷新
切换旅客列表
已值机旅客 ，不改座位，只加行李
重打登机牌按钮
切换旅客列表
重打登机牌按钮
重打登机牌按钮
航班详情按钮
值机页面加载
切换旅客列表
已值机旅客 ，不改座位，只加行李
已值机旅客 ，不改座位，只加行李
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",-
2069,"042E0200
042E0214
042E0235
042E0223","检索提取
检索提取
检索提取
结束","新旅客检索页面加载
旅客模式/航班模式-提取非当天航班操作
切换已选定旅客列表
清空已选旅客操作",-
2070,"042E0200
042E0214
042E0235
040O0240
042E0175
040R0301
042E0200
042E0223","检索提取
检索提取
检索提取
同行人提取
行李合并入口
行李合并
检索提取
结束","新旅客检索页面加载
旅客模式/航班模式-提取非当天航班操作
切换已选定旅客列表
提取同行人按钮
行李合并计重按钮
合并计重-合并按钮
新旅客检索页面加载
清空已选旅客操作",-
2071,"042E0200
042E0214
042E0235
040O0211
040O020D
040O0293
040O0200
040O0293
040P0206
040P0200
040O0200
042E0200
042E0235
042E0223","检索提取
检索提取
检索提取
下一步值机
选座接收加行李
航班详情入口
下一步值机
航班详情入口
座位锁放入口
航班详情入口
下一步值机
检索提取
检索提取
结束","新旅客检索页面加载
旅客模式/航班模式-提取非当天航班操作
切换已选定旅客列表
点击座位图刷新
未值机旅客值机，指定座位，加行李
航班详情按钮
值机页面加载
航班详情按钮
座位图/锁放按钮
航班控制页面加载
值机页面加载
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",-
2072,"042E0200
042E0214
042E0235
042E0200
042E0235
042E0200
042E0235
042E0185
042E0235
040O0211
040O0221
043L1213
040O0200
040O020B
040O020B
040O0211
040O0293
040O0200
042E0200
042E0235
042E0223","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
里程查询
检索提取
下一步值机
座位锁放入口
None
下一步值机
选座接收
选座接收
下一步值机
航班详情入口
下一步值机
检索提取
检索提取
结束","新旅客检索页面加载
旅客模式/航班模式-提取非当天航班操作
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
里程查询按钮
切换已选定旅客列表
点击座位图刷新
座位图/锁放按钮
None
值机页面加载
未值机旅客 值机，只指定座位，不加行李
未值机旅客 值机，只指定座位，不加行李
点击座位图刷新
航班详情按钮
值机页面加载
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",-
2073,"042E0200
042E0235
040O0211
042E0200
042E0235
042E0212
042E0212
042E0219
042E0219
042E0219
040O0211
040O020B
040O020B
040O0211
042E0200
042E0223","检索提取
检索提取
下一步值机
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
选座接收
选座接收
下一步值机
检索提取
结束","新旅客检索页面加载
切换已选定旅客列表
点击座位图刷新
新旅客检索页面加载
切换已选定旅客列表
航班模式检索操作
航班模式检索操作
航班模式-选中/取消选中旅客操作
航班模式-选中/取消选中旅客操作
航班模式-选中/取消选中旅客操作
点击座位图刷新
未值机旅客 值机，只指定座位，不加行李
未值机旅客 值机，只指定座位，不加行李
点击座位图刷新
新旅客检索页面加载
清空已选旅客操作",-
2074,"042E0200
042E0150
042E0200
042E0219
042E0223","检索提取
航班详情入口
检索提取
检索提取
结束","新旅客检索页面加载
航班详情按钮
新旅客检索页面加载
航班模式-选中/取消选中旅客操作
清空已选旅客操作",-
2075,"042E0201
042E0214
042E0235
042E0211
040O0211
040O020F
040O0293
040O0200
040O0221
040O0200
040O0293
040O0200
040O0221
040O0200
042E0200
042E0235
042E0146
042E0235
042E0146
042E0235
042E0235
042E0150
040P0206
040P0200
042E0200
042E0235
042E0151
042E0200
042E0235
040O0211
040O020E
042E0200
042E0235
042E0223","检索提取
检索提取
检索提取
检索提取
下一步值机
添加行李-旅客处理
航班详情入口
下一步值机
座位锁放入口
下一步值机
航班详情入口
下一步值机
座位锁放入口
下一步值机
检索提取
检索提取
重打牌登机牌
检索提取
重打牌登机牌
检索提取
检索提取
航班详情入口
座位锁放入口
航班详情入口
检索提取
检索提取
座位锁放入口
检索提取
检索提取
下一步值机
修改座位
检索提取
检索提取
结束","旅客模式页签切换操作
旅客模式/航班模式-提取非当天航班操作
切换已选定旅客列表
旅客模式检索操作
点击座位图刷新
已值机旅客 ，不改座位，只加行李
航班详情按钮
值机页面加载
座位图/锁放按钮
值机页面加载
航班详情按钮
值机页面加载
座位图/锁放按钮
值机页面加载
新旅客检索页面加载
切换已选定旅客列表
重打登机牌按钮
切换已选定旅客列表
重打登机牌按钮
切换已选定旅客列表
切换已选定旅客列表
航班详情按钮
座位图/锁放按钮
航班控制页面加载
新旅客检索页面加载
切换已选定旅客列表
座位图/锁放按钮
新旅客检索页面加载
切换已选定旅客列表
点击座位图刷新
已值机旅客 ， 只改座位，不加行李
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",-
2076,"042E0201
042E0214
042E0223","检索提取
检索提取
结束","旅客模式页签切换操作
旅客模式/航班模式-提取非当天航班操作
清空已选旅客操作",-
2077,"042E0212
042E0212
042E0219
042E0219
040O0211
040O020F
042E0200
040O0240
042E0235
042E0219
042E0223","检索提取
检索提取
检索提取
检索提取
下一步值机
添加行李-旅客处理
检索提取
同行人提取
检索提取
检索提取
结束","航班模式检索操作
航班模式检索操作
航班模式-选中/取消选中旅客操作
航班模式-选中/取消选中旅客操作
点击座位图刷新
已值机旅客 ，不改座位，只加行李
新旅客检索页面加载
提取同行人按钮
切换已选定旅客列表
航班模式-选中/取消选中旅客操作
清空已选旅客操作",BRT_0404
2078,"042E0212
042E0219
042E0219
040O0211
040O020F
040O020F
042E0200
040O0240
042E0175
040R0301
042E0200
042E0223","检索提取
检索提取
检索提取
下一步值机
添加行李-旅客处理
添加行李-旅客处理
检索提取
同行人提取
行李合并入口
行李合并
检索提取
结束","航班模式检索操作
航班模式-选中/取消选中旅客操作
航班模式-选中/取消选中旅客操作
点击座位图刷新
已值机旅客 ，不改座位，只加行李
已值机旅客 ，不改座位，只加行李
新旅客检索页面加载
提取同行人按钮
行李合并计重按钮
合并计重-合并按钮
新旅客检索页面加载
清空已选旅客操作",BRT_0404
2079,"042E0201
042E0214
042E0235
042E0200
042E0235
042E0200
042E0235
042E0235
042E0185
042E0235
040O0211
040O020C
040O020C
040O0211
040O0238
040O0238
040O0293
040O0200
042E0200
042E0235
042E0214
042E0223","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
里程查询
检索提取
下一步值机
接收加行李
接收加行李
下一步值机
重打牌登机牌
重打牌登机牌
航班详情入口
下一步值机
检索提取
检索提取
检索提取
结束","旅客模式页签切换操作
旅客模式/航班模式-提取非当天航班操作
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
切换已选定旅客列表
里程查询按钮
切换已选定旅客列表
点击座位图刷新
未值机旅客 值机，不指定座位，只加行李
未值机旅客 值机，不指定座位，只加行李
点击座位图刷新
重打登机牌按钮
重打登机牌按钮
航班详情按钮
值机页面加载
新旅客检索页面加载
切换已选定旅客列表
旅客模式/航班模式-提取非当天航班操作
清空已选旅客操作",-
2080,"042E0200
042E0214
042E0214
042E0223","检索提取
检索提取
检索提取
结束","新旅客检索页面加载
旅客模式/航班模式-提取非当天航班操作
旅客模式/航班模式-提取非当天航班操作
清空已选旅客操作",-
2081,"042E0212
042E0219
042E0235
040O0211
040O020F
042E0200
042E0235
042E0223","检索提取
检索提取
检索提取
下一步值机
添加行李-旅客处理
检索提取
检索提取
结束","航班模式检索操作
航班模式-选中/取消选中旅客操作
切换已选定旅客列表
点击座位图刷新
已值机旅客 ，不改座位，只加行李
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",BRT_0404
2082,"16200100
16200101
01010916","业务信息查询入口
业务信息查询
结束","FSD查询页面加载
FSD航班值机情况-查询按钮
关闭当前页面",BRT_0412
2083,"042E0212
042E0212
042E0201
042E0214
042E0235
042E0185
042E0235
040O0211
040O020B
042E0200
042E0235
042E0223","检索提取
检索提取
检索提取
检索提取
检索提取
里程查询
检索提取
下一步值机
选座接收
检索提取
检索提取
结束","航班模式检索操作
航班模式检索操作
旅客模式页签切换操作
旅客模式/航班模式-提取非当天航班操作
切换已选定旅客列表
里程查询按钮
切换已选定旅客列表
点击座位图刷新
未值机旅客 值机，只指定座位，不加行李
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",BRT_0404
2084,"042E0200
042E0214
042E0235
042E0200
042E0235
042E0200
042E0235
042E0200
042E0235
042E0200
042E0235
042E0235
040O0211
040O020F
040O0210
040O020F
040O020F
042E0200
042E0235
042E0223","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
添加行李-旅客处理
检索提取
添加行李-旅客处理
添加行李-旅客处理
检索提取
检索提取
结束","新旅客检索页面加载
旅客模式/航班模式-提取非当天航班操作
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
切换已选定旅客列表
点击座位图刷新
已值机旅客 ，不改座位，只加行李
切换旅客列表
已值机旅客 ，不改座位，只加行李
已值机旅客 ，不改座位，只加行李
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",-
2085,"042E0201
042E0214
042E0235
042E0200
042E0235
042E0200
042E0235
040O0211
040O020C
040O020C
040O0211
040O0293
040O0200
040O0210
040O020F
040O020F
042E0200
042E0235
042E0223","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
接收加行李
接收加行李
下一步值机
航班详情入口
下一步值机
检索提取
添加行李-旅客处理
添加行李-旅客处理
检索提取
检索提取
结束","旅客模式页签切换操作
旅客模式/航班模式-提取非当天航班操作
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
新旅客检索页面加载
切换已选定旅客列表
点击座位图刷新
未值机旅客 值机，不指定座位，只加行李
未值机旅客 值机，不指定座位，只加行李
点击座位图刷新
航班详情按钮
值机页面加载
切换旅客列表
已值机旅客 ，不改座位，只加行李
已值机旅客 ，不改座位，只加行李
新旅客检索页面加载
切换已选定旅客列表
清空已选旅客操作",-
